neighbourhood,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,neighbourhood_group_Bronx,neighbourhood_group_Brooklyn,neighbourhood_group_Manhattan,neighbourhood_group_Queens,neighbourhood_group_Staten Island,room_type_Entire home/apt,room_type_Private room,room_type_Shared room
Upper West Side,109.0,1.0,104.0,1.05,2.0,364.0,0,0,1,0,0,0,1,0
Harlem,85.0,30.0,64.0,0.68,1.0,318.0,0,0,1,0,0,0,1,0
Bedford-Stuyvesant,145.0,3.0,127.0,1.25,2.0,72.0,0,1,0,0,0,1,0,0
Upper West Side,195.0,11.0,30.0,0.32,1.0,249.0,0,0,1,0,0,1,0,0
Carroll Gardens,250.0,2.0,106.0,1.34,3.0,272.0,0,1,0,0,0,1,0,0
Greenpoint,125.0,3.0,6.0,0.1,1.0,325.0,0,1,0,0,0,0,1,0
Little Italy,575.0,2.0,191.0,1.88,1.0,298.0,0,0,1,0,0,1,0,0
Upper West Side,150.0,30.0,48.0,0.55,1.0,35.0,0,0,1,0,0,1,0,0
Bushwick,70.0,5.0,47.0,0.49,1.0,203.0,0,1,0,0,0,0,1,0
Inwood,90.0,2.0,120.0,1.27,1.0,132.0,0,0,1,0,0,0,1,0
East Village,65.0,3.0,52.0,0.63,1.0,5.0,0,0,1,0,0,0,1,0
East Village,500.0,2.0,48.0,0.48,4.0,297.0,0,0,1,0,0,1,0,0
Washington Heights,250.0,3.0,32.0,0.43,2.0,276.0,0,0,1,0,0,1,0,0
Chinatown,125.0,25.0,43.0,0.42,1.0,102.0,0,0,1,0,0,1,0,0
West Village,200.0,30.0,39.0,0.44,1.0,251.0,0,0,1,0,0,1,0,0
Greenpoint,229.0,1.0,50.0,0.5,1.0,188.0,0,1,0,0,0,1,0,0
Kingsbridge,90.0,30.0,4.0,0.35,2.0,346.0,1,0,0,0,0,1,0,0
Upper West Side,110.0,13.0,38.0,0.39,1.0,0.0,0,0,1,0,0,1,0,0
Greenpoint,59.0,3.0,29.0,0.36,1.0,15.0,0,1,0,0,0,0,1,0
Williamsburg,195.0,4.0,59.0,0.6,1.0,71.0,0,1,0,0,0,1,0,0
Williamsburg,169.0,1.0,68.0,0.67,2.0,215.0,0,1,0,0,0,1,0,0
East Harlem,113.0,14.0,26.0,0.27,3.0,253.0,0,0,1,0,0,1,0,0
Harlem,250.0,14.0,31.0,0.31,1.0,78.0,0,0,1,0,0,1,0,0
Astoria,115.0,2.0,198.0,2.01,1.0,257.0,0,0,0,1,0,1,0,0
Greenpoint,55.0,2.0,1.0,0.01,1.0,0.0,0,1,0,0,0,0,1,0
Williamsburg,69.0,2.0,220.0,2.17,2.0,8.0,0,1,0,0,0,0,1,0
Lower East Side,150.0,3.0,286.0,2.81,1.0,191.0,0,0,1,0,0,1,0,0
South Slope,169.0,2.0,398.0,3.97,3.0,182.0,0,1,0,0,0,1,0,0
Greenpoint,179.0,3.0,36.0,0.36,28.0,79.0,0,1,0,0,0,0,1,0
Hell's Kitchen,150.0,3.0,36.0,0.36,1.0,49.0,0,0,1,0,0,0,1,0
Boerum Hill,135.0,4.0,6.0,0.1,1.0,0.0,0,1,0,0,0,1,0,0
Clinton Hill,350.0,6.0,14.0,0.3,1.0,156.0,0,1,0,0,0,1,0,0
Williamsburg,120.0,14.0,76.0,0.76,6.0,343.0,0,1,0,0,0,0,1,0
East Village,71.0,2.0,182.0,1.81,1.0,200.0,0,0,1,0,0,0,1,0
Greenpoint,349.0,3.0,8.0,0.09,28.0,60.0,0,1,0,0,0,0,1,0
Greenpoint,349.0,3.0,7.0,0.07,28.0,60.0,0,1,0,0,0,0,1,0
Park Slope,165.0,30.0,34.0,0.51,2.0,189.0,0,1,0,0,0,1,0,0
Greenpoint,249.0,3.0,2.0,0.02,28.0,60.0,0,1,0,0,0,0,1,0
Brooklyn Heights,100.0,3.0,66.0,0.68,2.0,0.0,0,1,0,0,0,0,1,0
Brooklyn Heights,200.0,3.0,80.0,0.85,2.0,106.0,0,1,0,0,0,1,0,0
East Village,169.0,4.0,240.0,2.4,1.0,276.0,0,0,1,0,0,1,0,0
Bedford-Stuyvesant,185.0,3.0,46.0,1.07,1.0,248.0,0,1,0,0,0,1,0,0
Bushwick,65.0,2.0,228.0,2.27,1.0,194.0,0,1,0,0,0,1,0,0
Fort Greene,130.0,35.0,5.0,0.05,1.0,135.0,0,1,0,0,0,1,0,0
Williamsburg,199.0,30.0,8.0,0.11,1.0,30.0,0,1,0,0,0,1,0,0
East Village,225.0,2.0,33.0,0.33,1.0,0.0,0,0,1,0,0,1,0,0
Greenpoint,179.0,3.0,13.0,0.14,28.0,81.0,0,1,0,0,0,0,1,0
Crown Heights,150.0,5.0,5.0,0.05,1.0,0.0,0,1,0,0,0,1,0,0
East Village,139.0,1.0,388.0,3.88,1.0,142.0,0,0,1,0,0,1,0,0
Two Bridges,95.0,3.0,223.0,2.22,2.0,60.0,0,0,1,0,0,0,1,0
Crown Heights,79.0,15.0,11.0,0.11,5.0,179.0,0,1,0,0,0,1,0,0
Lower East Side,150.0,2.0,151.0,1.51,2.0,52.0,0,0,1,0,0,1,0,0
Clinton Hill,650.0,5.0,0.0,0.0,3.0,365.0,0,1,0,0,0,1,0,0
Bedford-Stuyvesant,90.0,3.0,218.0,2.26,4.0,324.0,0,1,0,0,0,1,0,0
Bedford-Stuyvesant,120.0,2.0,75.0,0.76,2.0,237.0,0,1,0,0,0,1,0,0
Astoria,80.0,1.0,42.0,1.21,2.0,365.0,0,0,0,1,0,0,1,0
Crown Heights,100.0,90.0,0.0,0.0,1.0,365.0,0,1,0,0,0,1,0,0
Bedford-Stuyvesant,175.0,2.0,370.0,3.74,1.0,204.0,0,1,0,0,0,1,0,0
Crown Heights,120.0,5.0,104.0,1.04,1.0,272.0,0,1,0,0,0,1,0,0
Williamsburg,140.0,7.0,13.0,0.13,1.0,0.0,0,1,0,0,0,1,0,0
Bedford-Stuyvesant,200.0,5.0,4.0,0.07,1.0,9.0,0,1,0,0,0,1,0,0
Clinton Hill,165.0,4.0,11.0,0.11,3.0,365.0,0,1,0,0,0,0,1,0
Kips Bay,125.0,4.0,1.0,0.01,3.0,181.0,0,0,1,0,0,1,0,0
Chelsea,130.0,30.0,19.0,0.19,1.0,189.0,0,0,1,0,0,1,0,0
East Harlem,65.0,7.0,131.0,1.31,2.0,0.0,0,0,1,0,0,0,0,1
Fort Greene,123.0,30.0,15.0,0.15,1.0,189.0,0,1,0,0,0,1,0,0
Washington Heights,67.0,2.0,136.0,1.37,1.0,296.0,0,0,1,0,0,0,1,0
Queens Village,50.0,1.0,43.0,0.45,1.0,88.0,0,0,0,1,0,0,1,0
Gowanus,130.0,7.0,98.0,0.99,1.0,35.0,0,1,0,0,0,1,0,0
Williamsburg,100.0,3.0,31.0,0.31,1.0,0.0,0,1,0,0,0,0,1,0
Upper West Side,212.0,21.0,45.0,0.46,1.0,35.0,0,0,1,0,0,1,0,0
Williamsburg,190.0,3.0,124.0,1.76,1.0,359.0,0,1,0,0,0,1,0,0
Greenpoint,599.0,3.0,9.0,0.09,28.0,60.0,0,1,0,0,0,0,1,0
East Village,249.0,5.0,166.0,1.68,2.0,365.0,0,0,1,0,0,1,0,0
Rockaway Beach,70.0,27.0,13.0,0.13,1.0,335.0,0,0,0,1,0,0,1,0
Crown Heights,100.0,30.0,15.0,0.16,5.0,282.0,0,1,0,0,0,1,0,0
Harlem,60.0,3.0,380.0,3.83,2.0,247.0,0,0,1,0,0,0,1,0
Bedford-Stuyvesant,135.0,2.0,86.0,0.87,1.0,102.0,0,1,0,0,0,1,0,0
Greenpoint,175.0,3.0,248.0,2.53,3.0,274.0,0,1,0,0,0,1,0,0
Upper West Side,120.0,5.0,49.0,0.56,1.0,201.0,0,0,1,0,0,1,0,0
Midtown,169.0,18.0,54.0,0.57,1.0,98.0,0,0,1,0,0,1,0,0
Crown Heights,165.0,7.0,3.0,0.03,1.0,157.0,0,1,0,0,0,1,0,0
Harlem,90.0,1.0,1.0,0.02,1.0,0.0,0,0,1,0,0,0,1,0
Upper East Side,225.0,2.0,56.0,0.57,1.0,312.0,0,0,1,0,0,1,0,0
Fort Greene,95.0,2.0,163.0,1.66,2.0,331.0,0,1,0,0,0,0,1,0
Crown Heights,55.0,2.0,247.0,2.51,2.0,275.0,0,1,0,0,0,0,1,0
Hell's Kitchen,85.0,10.0,116.0,1.17,1.0,174.0,0,0,1,0,0,0,1,0
South Slope,199.0,14.0,27.0,0.28,2.0,223.0,0,1,0,0,0,1,0,0
Lower East Side,211.0,1.0,52.0,0.6,3.0,361.0,0,0,1,0,0,1,0,0
Midtown,145.0,6.0,39.0,0.4,1.0,0.0,0,0,1,0,0,1,0,0
Harlem,65.0,14.0,35.0,0.35,1.0,283.0,0,0,1,0,0,0,1,0
Harlem,99.0,1.0,320.0,3.23,1.0,220.0,0,0,1,0,0,1,0,0
Astoria,110.0,4.0,30.0,0.32,1.0,363.0,0,0,0,1,0,1,0,0
Crown Heights,80.0,3.0,225.0,2.27,4.0,315.0,0,1,0,0,0,1,0,0
Brooklyn Heights,150.0,30.0,95.0,0.96,1.0,281.0,0,1,0,0,0,1,0,0
Bedford-Stuyvesant,110.0,4.0,70.0,0.75,1.0,283.0,0,1,0,0,0,1,0,0
Chelsea,290.0,2.0,35.0,0.36,1.0,20.0,0,0,1,0,0,0,1,0
East Village,87.0,2.0,0.0,0.0,1.0,0.0,0,0,1,0,0,0,1,0
Williamsburg,190.0,4.0,50.0,0.51,1.0,331.0,0,1,0,0,0,1,0,0
Williamsburg,200.0,2.0,29.0,0.31,1.0,36.0,0,1,0,0,0,1,0,0
Park Slope,165.0,2.0,23.0,0.23,2.0,7.0,0,1,0,0,0,1,0,0
Harlem,110.0,2.0,142.0,1.44,2.0,301.0,0,0,1,0,0,1,0,0
East Village,395.0,2.0,70.0,0.73,1.0,170.0,0,0,1,0,0,1,0,0
Bedford-Stuyvesant,99.0,2.0,38.0,0.54,2.0,307.0,0,1,0,0,0,0,1,0
Kensington,39.0,1.0,82.0,0.94,2.0,365.0,0,1,0,0,0,0,1,0
East Village,189.0,2.0,403.0,4.1,3.0,201.0,0,0,1,0,0,1,0,0
Upper West Side,85.0,1.0,3.0,0.03,1.0,0.0,0,0,1,0,0,0,1,0
Gowanus,260.0,30.0,3.0,0.03,1.0,316.0,0,1,0,0,0,1,0,0
Harlem,122.0,1.0,116.0,1.18,5.0,271.0,0,0,1,0,0,1,0,0
Greenpoint,165.0,2.0,175.0,1.79,1.0,139.0,0,1,0,0,0,1,0,0
Forest Hills,97.0,3.0,28.0,1.21,3.0,209.0,0,0,0,1,0,1,0,0
West Village,170.0,4.0,24.0,0.25,1.0,0.0,0,0,1,0,0,1,0,0
Williamsburg,125.0,2.0,15.0,0.15,1.0,0.0,0,1,0,0,0,1,0,0
Murray Hill,130.0,4.0,105.0,1.07,1.0,193.0,0,0,1,0,0,0,1,0
Williamsburg,225.0,10.0,22.0,0.38,1.0,52.0,0,1,0,0,0,1,0,0
East Flatbush,50.0,2.0,263.0,2.69,2.0,136.0,0,1,0,0,0,0,1,0
Fort Greene,170.0,3.0,86.0,0.91,2.0,286.0,0,1,0,0,0,1,0,0
Chelsea,132.0,4.0,10.0,0.1,1.0,0.0,0,0,1,0,0,1,0,0
Park Slope,250.0,7.0,18.0,0.21,1.0,18.0,0,1,0,0,0,1,0,0
Greenpoint,141.0,5.0,8.0,0.21,1.0,9.0,0,1,0,0,0,1,0,0
Crown Heights,64.0,20.0,70.0,0.73,1.0,3.0,0,1,0,0,0,1,0,0
Williamsburg,249.0,3.0,150.0,1.55,1.0,277.0,0,1,0,0,0,1,0,0
Crown Heights,79.0,2.0,115.0,1.18,1.0,0.0,0,1,0,0,0,0,1,0
East Village,185.0,2.0,69.0,0.71,1.0,233.0,0,0,1,0,0,1,0,0
Boerum Hill,120.0,3.0,232.0,2.41,1.0,221.0,0,1,0,0,0,1,0,0
Park Slope,495.0,1.0,35.0,0.41,1.0,355.0,0,1,0,0,0,1,0,0
Nolita,375.0,3.0,18.0,0.21,1.0,0.0,0,0,1,0,0,1,0,0
Nolita,175.0,3.0,68.0,0.69,1.0,277.0,0,0,1,0,0,1,0,0
East Village,150.0,4.0,22.0,0.23,1.0,0.0,0,0,1,0,0,1,0,0
Harlem,259.0,8.0,17.0,0.17,1.0,343.0,0,0,1,0,0,1,0,0
East Village,96.0,1.0,34.0,0.58,1.0,0.0,0,0,1,0,0,0,1,0
Williamsburg,145.0,7.0,8.0,0.08,1.0,0.0,0,1,0,0,0,1,0,0
Chelsea,200.0,4.0,0.0,0.0,1.0,0.0,0,0,1,0,0,1,0,0
Upper West Side,95.0,5.0,2.0,0.08,1.0,0.0,0,0,1,0,0,1,0,0
Windsor Terrace,250.0,4.0,52.0,0.72,1.0,188.0,0,1,0,0,0,1,0,0
Harlem,295.0,2.0,74.0,0.76,2.0,264.0,0,0,1,0,0,1,0,0
Greenwich Village,175.0,3.0,18.0,0.19,1.0,0.0,0,0,1,0,0,1,0,0
Williamsburg,451.0,2.0,72.0,0.86,1.0,331.0,0,1,0,0,0,1,0,0
Upper West Side,165.0,2.0,191.0,2.18,1.0,236.0,0,0,1,0,0,1,0,0
Upper East Side,250.0,4.0,0.0,0.0,1.0,0.0,0,0,1,0,0,1,0,0
Woodlawn,77.0,1.0,197.0,2.49,1.0,309.0,1,0,0,0,0,1,0,0
Lower East Side,250.0,4.0,19.0,0.2,1.0,0.0,0,0,1,0,0,1,0,0
Astoria,129.0,1.0,414.0,4.34,1.0,245.0,0,0,0,1,0,1,0,0
Williamsburg,98.0,2.0,8.0,0.09,4.0,0.0,0,1,0,0,0,0,1,0
Park Slope,150.0,2.0,0.0,0.0,1.0,8.0,0,1,0,0,0,1,0,0
East Village,95.0,7.0,25.0,0.3,1.0,359.0,0,0,1,0,0,0,1,0
Harlem,55.0,3.0,119.0,1.22,5.0,333.0,0,0,1,0,0,0,1,0
Harlem,300.0,2.0,203.0,2.14,3.0,258.0,0,0,1,0,0,1,0,0
Sunnyside,42.0,40.0,53.0,0.55,3.0,236.0,0,0,0,1,0,0,1,0
Greenpoint,125.0,2.0,104.0,1.09,1.0,22.0,0,1,0,0,0,1,0,0
East Village,175.0,3.0,175.0,1.8,1.0,236.0,0,0,1,0,0,0,1,0
Harlem,75.0,3.0,38.0,0.42,3.0,365.0,0,0,1,0,0,0,1,0
Williamsburg,255.0,45.0,39.0,0.5,1.0,89.0,0,1,0,0,0,1,0,0
Bedford-Stuyvesant,72.0,31.0,88.0,0.91,1.0,164.0,0,1,0,0,0,1,0,0
Bedford-Stuyvesant,165.0,1.0,27.0,0.28,4.0,311.0,0,1,0,0,0,0,1,0
Williamsburg,165.0,5.0,117.0,1.28,1.0,23.0,0,1,0,0,0,1,0,0
Clinton Hill,75.0,3.0,43.0,0.44,2.0,365.0,0,1,0,0,0,0,1,0
Greenpoint,130.0,5.0,4.0,0.05,1.0,0.0,0,1,0,0,0,1,0,0
Williamsburg,139.0,2.0,385.0,4.0,1.0,222.0,0,1,0,0,0,1,0,0
Bedford-Stuyvesant,88.0,1.0,64.0,0.68,3.0,238.0,0,1,0,0,0,0,1,0
Bedford-Stuyvesant,80.0,1.0,39.0,0.41,3.0,218.0,0,1,0,0,0,0,1,0
Chelsea,150.0,2.0,37.0,1.79,1.0,0.0,0,0,1,0,0,0,1,0
Upper West Side,200.0,3.0,10.0,0.12,1.0,0.0,0,0,1,0,0,1,0,0
East Village,200.0,2.0,103.0,1.08,1.0,235.0,0,0,1,0,0,1,0,0
Sunnyside,42.0,40.0,41.0,0.43,3.0,246.0,0,0,0,1,0,0,1,0
Williamsburg,90.0,6.0,3.0,0.03,1.0,0.0,0,1,0,0,0,0,1,0
Harlem,295.0,3.0,227.0,2.33,1.0,247.0,0,0,1,0,0,1,0,0
Williamsburg,450.0,5.0,37.0,0.79,1.0,15.0,0,1,0,0,0,1,0,0
Crown Heights,130.0,2.0,29.0,0.35,1.0,119.0,0,1,0,0,0,1,0,0
Williamsburg,89.0,3.0,205.0,2.31,3.0,0.0,0,1,0,0,0,0,1,0
Harlem,198.0,5.0,42.0,0.44,2.0,234.0,0,0,1,0,0,1,0,0
East Village,99.0,2.0,280.0,2.92,3.0,257.0,0,0,1,0,0,1,0,0
Greenpoint,46.0,4.0,86.0,0.89,3.0,350.0,0,1,0,0,0,0,1,0
SoHo,140.0,2.0,54.0,0.56,1.0,221.0,0,0,1,0,0,0,1,0
Carroll Gardens,500.0,7.0,7.0,0.07,1.0,0.0,0,1,0,0,0,1,0,0
Morningside Heights,75.0,5.0,57.0,0.59,2.0,201.0,0,0,1,0,0,0,1,0
Sunnyside,33.0,44.0,31.0,0.32,3.0,161.0,0,0,0,1,0,0,1,0
Upper West Side,250.0,31.0,188.0,1.94,1.0,259.0,0,0,1,0,0,1,0,0
Bushwick,60.0,3.0,480.0,6.7,1.0,0.0,0,1,0,0,0,0,1,0
Washington Heights,75.0,2.0,34.0,0.35,1.0,222.0,0,0,1,0,0,0,1,0
Carroll Gardens,350.0,5.0,6.0,0.06,1.0,0.0,0,1,0,0,0,1,0,0
Chelsea,205.0,9.0,3.0,0.04,2.0,76.0,0,0,1,0,0,1,0,0
Park Slope,219.0,5.0,2.0,0.03,1.0,0.0,0,1,0,0,0,1,0,0
Park Slope,60.0,1.0,20.0,0.21,6.0,258.0,0,1,0,0,0,0,1,0
Upper West Side,185.0,2.0,129.0,1.33,1.0,14.0,0,0,1,0,0,1,0,0
East Village,190.0,3.0,147.0,1.6,1.0,27.0,0,0,1,0,0,1,0,0
South Slope,105.0,28.0,101.0,1.06,1.0,167.0,0,1,0,0,0,1,0,0
East Harlem,250.0,2.0,11.0,0.12,2.0,68.0,0,0,1,0,0,1,0,0
Upper West Side,175.0,65.0,11.0,0.12,1.0,358.0,0,0,1,0,0,1,0,0
Harlem,65.0,2.0,41.0,0.43,2.0,59.0,0,0,1,0,0,0,1,0
Bedford-Stuyvesant,75.0,2.0,87.0,1.09,1.0,0.0,0,1,0,0,0,1,0,0
University Heights,37.0,4.0,117.0,1.21,1.0,232.0,1,0,0,0,0,0,1,0
Williamsburg,85.0,2.0,86.0,0.89,2.0,15.0,0,1,0,0,0,1,0,0
Gravesend,106.0,7.0,0.0,0.0,2.0,0.0,0,1,0,0,0,1,0,0
East Harlem,79.0,2.0,15.0,0.16,1.0,0.0,0,0,1,0,0,1,0,0
Fort Greene,85.0,2.0,35.0,0.55,2.0,161.0,0,1,0,0,0,0,1,0
Harlem,170.0,2.0,17.0,0.18,2.0,88.0,0,0,1,0,0,0,1,0
Lower East Side,115.0,3.0,3.0,0.04,2.0,337.0,0,0,1,0,0,0,1,0
Harlem,89.0,5.0,43.0,0.47,2.0,247.0,0,0,1,0,0,0,1,0
Harlem,49.0,3.0,168.0,4.6,1.0,248.0,0,0,1,0,0,0,0,1
Greenpoint,91.0,3.0,241.0,2.49,1.0,287.0,0,1,0,0,0,0,1,0
Gramercy,400.0,2.0,105.0,1.13,1.0,304.0,0,0,1,0,0,1,0,0
Bushwick,150.0,2.0,11.0,0.46,1.0,0.0,0,1,0,0,0,1,0,0
Upper West Side,2000.0,30.0,30.0,0.33,11.0,0.0,0,0,1,0,0,1,0,0
Crown Heights,97.0,3.0,31.0,0.32,1.0,193.0,0,1,0,0,0,1,0,0
East Village,100.0,4.0,49.0,0.51,2.0,43.0,0,0,1,0,0,0,1,0
Williamsburg,179.0,4.0,23.0,0.24,1.0,25.0,0,1,0,0,0,1,0,0
Greenpoint,500.0,2.0,20.0,0.21,2.0,127.0,0,1,0,0,0,1,0,0
Chelsea,429.0,10.0,18.0,0.9,1.0,0.0,0,0,1,0,0,1,0,0
Kips Bay,189.0,6.0,90.0,0.95,1.0,303.0,0,0,1,0,0,1,0,0
Lower East Side,120.0,2.0,99.0,1.04,1.0,345.0,0,0,1,0,0,0,1,0
Nolita,300.0,1.0,6.0,0.06,3.0,115.0,0,0,1,0,0,1,0,0
Astoria,107.0,30.0,21.0,0.22,8.0,200.0,0,0,0,1,0,1,0,0
Astoria,95.0,30.0,24.0,0.26,8.0,271.0,0,0,0,1,0,1,0,0
Harlem,199.0,2.0,111.0,1.17,1.0,12.0,0,0,1,0,0,1,0,0
East Harlem,120.0,2.0,86.0,0.91,1.0,268.0,0,0,1,0,0,1,0,0
West Village,199.0,15.0,66.0,0.69,2.0,89.0,0,0,1,0,0,1,0,0
Allerton,125.0,2.0,271.0,2.84,2.0,347.0,1,0,0,0,0,1,0,0
Williamsburg,70.0,2.0,227.0,2.4,1.0,37.0,0,1,0,0,0,0,1,0
Williamsburg,75.0,4.0,80.0,1.55,1.0,0.0,0,1,0,0,0,0,1,0
West Village,100.0,30.0,5.0,0.07,1.0,359.0,0,0,1,0,0,0,1,0
Bedford-Stuyvesant,99.0,2.0,187.0,1.97,2.0,287.0,0,1,0,0,0,1,0,0
Chelsea,250.0,1.0,2.0,0.02,1.0,0.0,0,0,1,0,0,1,0,0
Williamsburg,350.0,6.0,1.0,0.02,1.0,233.0,0,1,0,0,0,1,0,0
Prospect Heights,170.0,3.0,67.0,0.7,1.0,129.0,0,1,0,0,0,1,0,0
East Village,165.0,1.0,63.0,0.68,1.0,0.0,0,0,1,0,0,1,0,0
Hell's Kitchen,99.0,1.0,89.0,1.0,1.0,353.0,0,0,1,0,0,0,1,0
Chelsea,255.0,4.0,1.0,0.02,1.0,365.0,0,0,1,0,0,0,1,0
East New York,169.0,3.0,177.0,1.86,1.0,297.0,0,1,0,0,0,1,0,0
Crown Heights,99.0,4.0,90.0,0.94,1.0,56.0,0,1,0,0,0,1,0,0
Upper East Side,169.0,7.0,39.0,0.41,1.0,44.0,0,0,1,0,0,1,0,0
Bedford-Stuyvesant,160.0,3.0,42.0,0.44,1.0,355.0,0,1,0,0,0,1,0,0
Prospect Heights,215.0,3.0,33.0,0.35,1.0,156.0,0,1,0,0,0,1,0,0
Park Slope,130.0,3.0,179.0,2.02,1.0,273.0,0,1,0,0,0,1,0,0
East Village,110.0,3.0,81.0,0.85,2.0,274.0,0,0,1,0,0,0,1,0
Hell's Kitchen,150.0,28.0,43.0,0.45,2.0,258.0,0,0,1,0,0,0,1,0
Williamsburg,65.0,30.0,52.0,0.54,1.0,276.0,0,1,0,0,0,0,1,0
Sunnyside,75.0,2.0,160.0,1.68,1.0,65.0,0,0,0,1,0,0,1,0
Chelsea,149.0,6.0,23.0,0.27,2.0,0.0,0,0,1,0,0,1,0,0
Upper West Side,89.0,6.0,35.0,0.37,1.0,180.0,0,0,1,0,0,0,1,0
Washington Heights,50.0,1.0,225.0,2.35,1.0,343.0,0,0,1,0,0,0,1,0
Prospect-Lefferts Gardens,43.0,1.0,401.0,6.62,2.0,43.0,0,1,0,0,0,0,1,0
Prospect-Lefferts Gardens,42.0,1.0,72.0,0.84,2.0,96.0,0,1,0,0,0,0,1,0
Williamsburg,85.0,1.0,46.0,0.97,1.0,59.0,0,1,0,0,0,0,1,0
Bedford-Stuyvesant,139.0,3.0,83.0,1.19,1.0,255.0,0,1,0,0,0,1,0,0
Park Slope,105.0,1.0,211.0,2.21,2.0,252.0,0,1,0,0,0,0,1,0
Park Slope,265.0,5.0,15.0,0.16,1.0,0.0,0,1,0,0,0,1,0,0
Hell's Kitchen,149.0,1.0,122.0,1.29,1.0,20.0,0,0,1,0,0,1,0,0
Harlem,68.0,2.0,295.0,3.9,2.0,188.0,0,0,1,0,0,0,1,0
Bedford-Stuyvesant,99.0,3.0,207.0,2.18,1.0,304.0,0,1,0,0,0,1,0,0
Harlem,75.0,3.0,50.0,0.65,2.0,38.0,0,0,1,0,0,0,1,0
Williamsburg,100.0,2.0,273.0,2.85,1.0,254.0,0,1,0,0,0,0,1,0
Upper East Side,90.0,1.0,0.0,0.0,1.0,0.0,0,0,1,0,0,0,0,1
East Village,160.0,30.0,25.0,0.26,1.0,46.0,0,0,1,0,0,1,0,0
Park Slope,190.0,4.0,105.0,1.62,1.0,328.0,0,1,0,0,0,1,0,0
Bedford-Stuyvesant,67.0,4.0,72.0,0.76,3.0,0.0,0,1,0,0,0,0,1,0
Upper East Side,190.0,1.0,8.0,0.08,1.0,0.0,0,0,1,0,0,1,0,0
Clinton Hill,248.0,2.0,58.0,0.61,6.0,199.0,0,1,0,0,0,1,0,0
Williamsburg,100.0,6.0,8.0,0.09,1.0,249.0,0,1,0,0,0,0,1,0
Chinatown,95.0,3.0,172.0,1.84,2.0,64.0,0,0,1,0,0,0,1,0
Theater District,150.0,1.0,330.0,7.14,1.0,111.0,0,0,1,0,0,0,1,0
Bedford-Stuyvesant,145.0,3.0,123.0,1.29,1.0,287.0,0,1,0,0,0,1,0,0
Bushwick,41.0,2.0,55.0,0.59,1.0,286.0,0,1,0,0,0,0,1,0
Williamsburg,120.0,4.0,87.0,0.99,1.0,263.0,0,1,0,0,0,1,0,0
Concourse Village,50.0,3.0,258.0,2.7,2.0,276.0,1,0,0,0,0,0,1,0
Fort Greene,157.0,2.0,4.0,0.18,1.0,0.0,0,1,0,0,0,1,0,0
Williamsburg,195.0,14.0,31.0,0.33,1.0,263.0,0,1,0,0,0,1,0,0
Sheepshead Bay,70.0,4.0,128.0,1.34,2.0,90.0,0,1,0,0,0,1,0,0
Williamsburg,185.0,3.0,14.0,0.15,1.0,0.0,0,1,0,0,0,1,0,0
Bedford-Stuyvesant,145.0,3.0,30.0,0.32,3.0,11.0,0,1,0,0,0,1,0,0
Sunnyside,50.0,28.0,258.0,2.9,1.0,287.0,0,0,0,1,0,0,1,0
Greenpoint,185.0,3.0,228.0,2.39,3.0,1.0,0,1,0,0,0,1,0,0
East Village,250.0,1.0,60.0,0.65,1.0,0.0,0,0,1,0,0,1,0,0
West Village,80.0,90.0,9.0,0.2,1.0,338.0,0,0,1,0,0,0,1,0
Theater District,230.0,2.0,179.0,1.88,1.0,44.0,0,0,1,0,0,1,0,0
Gowanus,100.0,7.0,9.0,0.1,1.0,0.0,0,1,0,0,0,1,0,0
Bushwick,40.0,1.0,1.0,0.37,1.0,5.0,0,1,0,0,0,0,1,0
Lower East Side,200.0,30.0,25.0,0.49,1.0,0.0,0,0,1,0,0,0,1,0
Emerson Hill,80.0,2.0,2.0,0.05,1.0,158.0,0,0,0,0,1,0,1,0
Bedford-Stuyvesant,79.0,3.0,152.0,1.6,3.0,192.0,0,1,0,0,0,0,1,0
Long Island City,95.0,30.0,24.0,0.25,8.0,358.0,0,0,0,1,0,1,0,0
Upper West Side,300.0,2.0,45.0,0.47,3.0,31.0,0,0,1,0,0,1,0,0
Fort Hamilton,100.0,30.0,7.0,0.08,1.0,241.0,0,1,0,0,0,1,0,0
Harlem,80.0,7.0,19.0,0.35,1.0,285.0,0,0,1,0,0,0,1,0
Bensonhurst,110.0,1.0,24.0,0.26,1.0,183.0,0,1,0,0,0,1,0,0
Clinton Hill,172.0,4.0,8.0,0.09,2.0,189.0,0,1,0,0,0,1,0,0
Lower East Side,199.0,1.0,29.0,0.31,2.0,162.0,0,0,1,0,0,1,0,0
Lower East Side,199.0,1.0,14.0,0.15,2.0,158.0,0,0,1,0,0,1,0,0
Harlem,100.0,1.0,33.0,0.38,1.0,84.0,0,0,1,0,0,0,1,0
Harlem,55.0,4.0,99.0,1.04,1.0,260.0,0,0,1,0,0,0,1,0
Bedford-Stuyvesant,75.0,3.0,59.0,0.62,3.0,0.0,0,1,0,0,0,0,1,0
East Village,146.0,3.0,142.0,1.5,1.0,166.0,0,0,1,0,0,1,0,0
NoHo,250.0,2.0,0.0,0.0,1.0,0.0,0,0,1,0,0,0,1,0
Greenpoint,116.0,29.0,22.0,0.23,1.0,335.0,0,1,0,0,0,1,0,0
Tribeca,150.0,3.0,82.0,0.87,2.0,90.0,0,0,1,0,0,0,1,0
